Input Var1)DCOL-1 - Condenser_Specification_Value,Input Var2)Feed - Molar Fraction (Mixture) / Benzene,Output Var1)Distillate - Molar Fraction (Liquid 1) / Benzene (),Output Var2)Bottoms - Molar Fraction (Liquid 1) / Benzene (),Input Var3)Feed - Molar Fraction (Vapor) (),Output Var3)QC - Energy Flow (kW),Output Var4)QR - Energy Flow (kW),Input Var4)DCOL-1 - Stage_Temperature_1 (K),Input Var5)DCOL-1 - Stage_Temperature_20 (K)
1.5,0.1,0.262711,1.35E-09,0,412.535,574.198,386.501,411.831
1.5,0.127586,0.323722,1.98E-09,0,412.535,574.198,382.194,411.823
1.5,0.155172,0.384834,3.17E-09,0,412.535,574.198,378.307,411.812
1.5,0.182759,0.438932,3.92E-09,0,412.535,574.198,375.173,411.803
1.5,0.210345,0.494878,5.79E-09,0,412.535,574.198,372.197,411.791
1.5,0.237931,0.544656,6.42E-09,0,412.535,574.198,369.747,411.78
1.5,0.265517,0.593295,6.79E-09,0,412.535,574.198,367.514,411.769
1.5,0.293103,0.644735,9.25E-09,0,412.535,574.198,365.308,411.752
1.5,0.32069,0.691659,9.25E-09,0,412.535,574.198,363.414,411.736
1.5,0.348276,0.741812,1.23E-08,0,412.535,574.198,361.51,411.713
1.5,0.375862,0.791867,1.64E-08,0,412.535,574.198,359.721,411.685
1.5,0.403448,0.791867,1.64E-08,0,412.535,574.198,359.721,411.685
1.5,0.431034,0.791867,1.64E-08,0,412.535,574.198,359.721,411.685
1.5,0.458621,0.791867,1.64E-08,0,412.535,574.198,359.721,411.685
1.5,0.486207,0.791867,1.64E-08,0,412.535,574.198,359.721,411.685
1.5,0.513793,1,0.0380507,0,412.535,574.198,353.317,362.61
1.5,0.541379,1,0.0847226,0,412.535,574.198,353.317,362.196
1.5,0.568966,1,0.127873,0,412.535,574.198,353.317,361.815
1.5,0.596552,1,0.168349,0,412.535,574.198,353.317,361.465
1.5,0.624138,1,0.205962,0,412.535,574.198,353.317,361.138
1.5,0.651724,1,0.241023,0,412.535,574.198,353.317,360.835
1.5,0.67931,1,0.273677,0,412.535,574.198,353.317,360.549
1.5,0.706897,1,0.304423,0,412.535,574.198,353.317,360.285
1.5,0.734483,1,0.333337,0,412.535,574.198,353.317,360.035
1.5,0.762069,1,0.360363,0,412.535,574.198,353.317,359.8
1.5,0.789655,1,0.385791,0,412.535,574.198,353.318,359.58
1.5,0.817241,1,0.409703,0,412.535,574.198,353.318,359.372
1.5,0.844828,1,0.432282,0,412.535,574.198,353.318,359.175
1.5,0.872414,1,0.45358,0,412.535,574.198,353.318,358.989
1.5,0.9,1,0.473664,0,412.535,574.198,353.318,358.813
1.65517,0.1,0.264019,1.11E-09,0,412.535,574.198,386.404,411.834
1.65517,0.127586,0.32519,1.62E-09,0,412.535,574.198,382.096,411.826
1.65517,0.155172,0.386693,2.59E-09,0,412.535,574.198,378.195,411.817
1.65517,0.182759,0.440698,3.19E-09,0,412.535,574.198,375.075,411.809
1.65517,0.210345,0.496894,4.69E-09,0,412.535,574.198,372.094,411.798
1.65517,0.237931,0.546407,5.18E-09,0,412.535,574.198,369.664,411.789
1.65517,0.265517,0.599156,7.22E-09,0,412.535,574.198,367.256,411.775
1.65517,0.293103,0.646067,7.40E-09,0,412.535,574.198,365.249,411.763
1.65517,0.32069,0.696887,1.00E-08,0,412.535,574.198,363.212,411.746
1.65517,0.348276,0.742899,9.77E-09,0,412.535,574.198,361.471,411.73
1.65517,0.375862,0.792954,1.30E-08,0,412.535,574.198,359.684,411.706
1.65517,0.403448,0.792954,1.30E-08,0,412.535,574.198,359.684,411.706
1.65517,0.431034,0.792954,1.30E-08,0,412.535,574.198,359.684,411.706
1.65517,0.458621,0.792954,1.30E-08,0,412.535,574.198,359.684,411.706
1.65517,0.486207,0.792954,1.30E-08,0,412.535,574.198,359.684,411.706
1.65517,0.513793,1,0.0380464,0,412.535,574.198,353.317,362.224
1.65517,0.541379,1,0.0845473,0,412.535,574.198,353.317,361.843
1.65517,0.568966,1,0.128048,0,412.535,574.198,353.317,361.493
1.65517,0.596552,1,0.168274,0,412.535,574.198,353.317,361.165
1.65517,0.624138,1,0.205759,0,412.535,574.198,353.317,360.863
1.65517,0.651724,1,0.240945,0,412.535,574.198,353.317,360.582
1.65517,0.67931,1,0.273623,0,412.535,574.198,353.317,360.316
1.65517,0.706897,1,0.30449,0,412.535,574.198,353.317,360.069
1.65517,0.734483,1,0.333266,0,412.535,574.198,353.317,359.835
1.65517,0.762069,1,0.36036,0,412.535,574.198,353.317,359.616
1.65517,0.789655,1,0.385751,0,412.535,574.198,353.317,359.409
1.65517,0.817241,1,0.409707,0,412.535,574.198,353.318,359.213
1.65517,0.844828,1,0.432202,0,412.535,574.198,353.318,359.029
1.65517,0.872414,1,0.453506,0,412.535,574.198,353.318,358.854
1.65517,0.9,1,0.473635,0,412.535,574.198,353.318,358.688
1.81034,0.1,0.265336,9.28E-10,0,412.535,574.198,386.306,411.836
1.81034,0.127586,0.331329,1.60E-09,0,412.535,574.198,381.689,411.828
1.81034,0.155172,0.38858,2.15E-09,0,412.535,574.198,378.081,411.82
1.81034,0.182759,0.44251,2.64E-09,0,412.535,574.198,374.975,411.814
1.81034,0.210345,0.498964,3.86E-09,0,412.535,574.198,371.988,411.803
1.81034,0.237931,0.548182,4.25E-09,0,412.535,574.198,369.579,411.795
1.81034,0.265517,0.601136,5.91E-09,0,412.535,574.198,367.17,411.783
1.81034,0.293103,0.647711,6.03E-09,0,412.535,574.198,365.183,411.773
1.81034,0.32069,0.698383,8.12E-09,0,412.535,574.198,363.151,411.758
1.81034,0.348276,0.743995,7.90E-09,0,412.535,574.198,361.43,411.744
1.81034,0.375862,0.794128,1.04E-08,0,412.535,574.198,359.643,411.724
1.81034,0.403448,0.794128,1.04E-08,0,412.535,574.198,359.643,411.724
1.81034,0.431034,0.794128,1.04E-08,0,412.535,574.198,359.643,411.724
1.81034,0.458621,0.794128,1.04E-08,0,412.535,574.198,359.643,411.724
1.81034,0.486207,0.794128,1.04E-08,0,412.535,574.198,359.643,411.724
1.81034,0.513793,1,0.0378989,0,412.535,574.198,353.317,361.867
1.81034,0.541379,1,0.0847065,0,412.535,574.198,353.317,361.518
1.81034,0.568966,1,0.128044,0,412.535,574.198,353.317,361.193
1.81034,0.596552,1,0.16829,0,412.535,574.198,353.317,360.891
1.81034,0.624138,1,0.205719,0,412.535,574.198,353.317,360.608
1.81034,0.651724,1,0.241,0,412.535,574.198,353.317,360.344
1.81034,0.67931,1,0.27362,0,412.535,574.198,353.317,360.097
1.81034,0.706897,1,0.304521,0,412.535,574.198,353.317,359.865
1.81034,0.734483,1,0.332957,0,412.535,574.198,353.318,359.648
1.81034,0.762069,1,0.360317,0,412.535,574.198,353.317,359.441
1.81034,0.789655,1,0.385602,0,412.535,574.198,353.317,359.248
1.81034,0.817241,1,0.409568,0,412.535,574.198,353.318,359.064
1.81034,0.844828,1,0.432147,0,412.535,574.198,353.318,358.89
1.81034,0.872414,1,0.453462,0,412.535,574.198,353.318,358.725
1.81034,0.9,1,0.473595,0,412.535,574.198,353.318,358.568
1.96552,0.1,0.266658,7.87E-10,0,412.535,574.198,386.208,411.838
1.96552,0.127586,0.333183,1.35E-09,0,412.535,574.198,381.566,411.83
1.96552,0.155172,0.390499,1.81E-09,0,412.535,574.198,377.965,411.824
1.96552,0.182759,0.444351,2.21E-09,0,412.535,574.198,374.873,411.817
1.96552,0.210345,0.50109,3.23E-09,0,412.535,574.198,371.881,411.808
1.96552,0.237931,0.550057,3.54E-09,0,412.535,574.198,369.492,411.801
1.96552,0.265517,0.603042,4.91E-09,0,412.535,574.198,367.083,411.79
1.96552,0.293103,0.64932,5.00E-09,0,412.535,574.198,365.116,411.781
1.96552,0.32069,0.700059,6.70E-09,0,412.535,574.198,363.086,411.768
1.96552,0.348276,0.745271,6.49E-09,0,412.535,574.198,361.384,411.756
1.96552,0.375862,0.795335,8.55E-09,0,412.535,574.198,359.601,411.738
1.96552,0.403448,0.795335,8.55E-09,0,412.535,574.198,359.601,411.738
1.96552,0.431034,0.795335,8.55E-09,0,412.535,574.198,359.601,411.738
1.96552,0.458621,0.795335,8.55E-09,0,412.535,574.198,359.601,411.738
1.96552,0.486207,0.795335,8.55E-09,0,412.535,574.198,359.601,411.738
1.96552,0.513793,1,0.0380215,0,412.535,574.198,353.317,361.541
1.96552,0.541379,1,0.0847092,0,412.535,574.198,353.317,361.216
1.96552,0.568966,1,0.127961,0,412.535,574.198,353.317,360.913
1.96552,0.596552,1,0.168341,0,412.535,574.198,353.317,360.631
1.96552,0.624138,1,0.205906,0,412.535,574.198,353.317,360.369
1.96552,0.651724,1,0.240928,0,412.535,574.198,353.317,360.12
1.96552,0.67931,1,0.27362,0,412.535,574.198,353.317,359.892
1.96552,0.706897,1,0.304421,0,412.535,574.198,353.317,359.674
1.96552,0.734483,1,0.333297,0,412.535,574.198,353.317,359.468
1.96552,0.762069,1,0.360074,0,412.535,574.198,353.317,359.278
1.96552,0.789655,1,0.385532,0,412.535,574.198,353.317,359.095
1.96552,0.817241,1,0.409501,0,412.535,574.198,353.318,358.921
1.96552,0.844828,1,0.432083,0,412.535,574.198,353.318,358.757
1.96552,0.872414,1,0.453404,0,412.535,574.198,353.318,358.601
1.96552,0.9,1,0.473337,0,412.535,574.198,353.318,358.456
2.12069,0.1,0.267982,6.75E-10,0,412.535,574.198,386.11,411.84
2.12069,0.127586,0.335047,1.16E-09,0,412.535,574.198,381.443,411.832
2.12069,0.155172,0.39244,1.54E-09,0,412.535,574.198,377.849,411.826
2.12069,0.182759,0.452553,2.35E-09,0,412.535,574.198,374.425,411.818
2.12069,0.210345,0.50325,2.73E-09,0,412.535,574.198,371.772,411.812
2.12069,0.237931,0.551938,2.99E-09,0,412.535,574.198,369.402,411.806
2.12069,0.265517,0.605179,4.14E-09,0,412.535,574.198,366.992,411.796
2.12069,0.293103,0.650966,4.20E-09,0,412.535,574.198,365.049,411.788
2.12069,0.32069,0.701981,5.61E-09,0,412.535,574.198,363.017,411.776
2.12069,0.348276,0.752365,7.49E-09,0,412.535,574.198,361.127,411.761
2.12069,0.375862,0.796409,7.10E-09,0,412.535,574.198,359.56,411.749
2.12069,0.403448,0.796409,7.10E-09,0,412.535,574.198,359.56,411.749
2.12069,0.431034,0.796409,7.10E-09,0,412.535,574.198,359.56,411.749
2.12069,0.458621,0.796409,7.10E-09,0,412.535,574.198,359.56,411.749
2.12069,0.486207,0.796409,7.10E-09,0,412.535,574.198,359.56,411.749
2.12069,0.513793,1,0.0379137,0,412.535,574.198,353.317,361.236
2.12069,0.541379,1,0.0844625,0,412.535,574.198,353.317,360.934
2.12069,0.568966,1,0.127922,0,412.535,574.198,353.317,360.653
2.12069,0.596552,1,0.168191,0,412.535,574.198,353.317,360.388
2.12069,0.624138,1,0.205838,0,412.535,574.198,353.317,360.144
2.12069,0.651724,1,0.240785,0,412.535,574.198,353.317,359.912
2.12069,0.67931,1,0.273694,0,412.535,574.198,353.317,359.697
2.12069,0.706897,1,0.304028,0,412.535,574.198,353.317,359.497
2.12069,0.734483,1,0.332913,0,412.535,574.198,353.317,359.303
2.12069,0.762069,1,0.359976,0,412.535,574.198,353.317,359.121
2.12069,0.789655,1,0.385439,0,412.535,574.198,353.317,358.949
2.12069,0.817241,1,0.409413,0,412.535,574.198,353.318,358.786
2.12069,0.844828,1,0.431669,0,412.535,574.198,353.318,358.635
2.12069,0.872414,1,0.45302,0,412.535,574.198,353.318,358.487
2.12069,0.9,1,0.473192,0,412.535,574.198,353.318,358.347
2.27586,0.1,0.269305,5.86E-10,0,412.535,574.198,386.012,411.841
2.27586,0.127586,0.336917,9.99E-10,0,412.535,574.198,381.321,411.834
2.27586,0.155172,0.394397,1.33E-09,0,412.535,574.198,377.733,411.829
2.27586,0.182759,0.454898,2.02E-09,0,412.535,574.198,374.297,411.821
2.27586,0.210345,0.505445,2.34E-09,0,412.535,574.198,371.661,411.816
2.27586,0.237931,0.560853,3.35E-09,0,412.535,574.198,368.987,411.807
2.27586,0.265517,0.607202,3.53E-09,0,412.535,574.198,366.901,411.801
2.27586,0.293103,0.659476,4.82E-09,0,412.535,574.198,364.702,411.791
2.27586,0.32069,0.703644,4.75E-09,0,412.535,574.198,362.949,411.783
2.27586,0.348276,0.754225,6.32E-09,0,412.535,574.198,361.06,411.77
2.27586,0.375862,0.797706,5.98E-09,0,412.535,574.198,359.515,411.759
2.27586,0.403448,0.797706,5.98E-09,0,412.535,574.198,359.515,411.759
2.27586,0.431034,0.797706,5.98E-09,0,412.535,574.198,359.515,411.759
2.27586,0.458621,0.797706,5.98E-09,0,412.535,574.198,359.515,411.759
2.27586,0.486207,0.797706,5.98E-09,0,412.535,574.198,359.515,411.759
2.27586,0.513793,1,0.0379014,0,412.535,574.198,353.317,360.955
2.27586,0.541379,1,0.0844446,0,412.535,574.198,353.317,360.67
2.27586,0.568966,1,0.127979,0,412.535,574.198,353.317,360.408
2.27586,0.596552,1,0.16815,0,412.535,574.198,353.317,360.162
2.27586,0.624138,1,0.205812,0,412.535,574.198,353.317,359.933
2.27586,0.651724,1,0.240746,0,412.535,574.198,353.317,359.716
2.27586,0.67931,1,0.273119,0,412.535,574.198,353.317,359.52
2.27586,0.706897,1,0.303903,0,412.535,574.198,353.317,359.327
2.27586,0.734483,1,0.332488,0,412.535,574.198,353.317,359.146
2.27586,0.762069,1,0.359848,0,412.535,574.198,353.317,358.973
2.27586,0.789655,1,0.385319,0,412.535,574.198,353.317,358.811
2.27586,0.817241,1,0.408771,0,412.535,574.198,353.317,358.662
2.27586,0.844828,1,0.431431,0,412.535,574.198,353.318,358.515
2.27586,0.872414,1,0.452804,0,412.535,574.198,353.318,358.376
2.27586,0.9,1,0.472997,0,412.535,574.198,353.318,358.243
2.43103,0.1,0.270625,5.13E-10,0,412.535,574.198,385.915,411.842
2.43103,0.127586,0.338789,8.72E-10,0,412.535,574.198,381.198,411.836
2.43103,0.155172,0.396369,1.15E-09,0,412.535,574.198,377.615,411.831
2.43103,0.182759,0.457273,1.76E-09,0,412.535,574.198,374.169,411.824
2.43103,0.210345,0.507665,2.03E-09,0,412.535,574.198,371.551,411.819
2.43103,0.237931,0.563323,2.89E-09,0,412.535,574.198,368.872,411.811
2.43103,0.265517,0.609433,3.04E-09,0,412.535,574.198,366.806,411.805
2.43103,0.293103,0.661604,4.14E-09,0,412.535,574.198,364.611,411.796
2.43103,0.32069,0.705492,4.08E-09,0,412.535,574.198,362.876,411.789
2.43103,0.348276,0.755926,5.40E-09,0,412.535,574.198,360.993,411.777
2.43103,0.375862,0.799131,5.09E-09,0,412.535,574.198,359.468,411.768
2.43103,0.403448,0.799131,5.09E-09,0,412.535,574.198,359.468,411.768
2.43103,0.431034,0.799131,5.09E-09,0,412.535,574.198,359.468,411.768
2.43103,0.458621,0.799131,5.09E-09,0,412.535,574.198,359.468,411.768
2.43103,0.486207,0.799131,5.09E-09,0,412.535,574.198,359.468,411.768
2.43103,0.513793,1,0.0377984,0,412.535,574.198,353.317,360.69
2.43103,0.541379,1,0.0846372,0,412.535,574.198,353.317,360.428
2.43103,0.568966,1,0.127807,0,412.535,574.198,353.317,360.179
2.43103,0.596552,1,0.168269,0,412.535,574.198,353.317,359.95
2.43103,0.624138,1,0.205774,0,412.535,574.198,353.317,359.732
2.43103,0.651724,1,0.239857,0,412.535,574.198,353.317,359.539
2.43103,0.67931,1,0.272809,0,412.535,574.198,353.317,359.348
2.43103,0.706897,1,0.303727,0,412.535,574.198,353.317,359.166
2.43103,0.734483,1,0.33236,0,412.535,574.198,353.317,358.996
2.43103,0.762069,1,0.359685,0,412.535,574.198,353.317,358.832
2.43103,0.789655,1,0.384433,0,412.535,574.198,353.317,358.687
2.43103,0.817241,1,0.408502,0,412.535,574.198,353.317,358.54
2.43103,0.844828,1,0.431183,0,412.535,574.198,353.318,358.401
2.43103,0.872414,1,0.452577,0,412.535,574.198,353.318,358.269
2.43103,0.9,1,0.472789,0,412.535,574.198,353.318,358.143
2.58621,0.1,0.277722,5.20E-10,0,412.535,574.198,385.397,411.842
2.58621,0.127586,0.340662,7.67E-10,0,412.535,574.198,381.076,411.837
2.58621,0.155172,0.398345,1.01E-09,0,412.535,574.198,377.498,411.833
2.58621,0.182759,0.459663,1.54E-09,0,412.535,574.198,374.04,411.826
2.58621,0.210345,0.509911,1.77E-09,0,412.535,574.198,371.438,411.822
2.58621,0.237931,0.565838,2.52E-09,0,412.535,574.198,368.755,411.814
2.58621,0.265517,0.611569,2.64E-09,0,412.535,574.198,366.712,411.809
2.58621,0.293103,0.664042,3.59E-09,0,412.535,574.198,364.514,411.8
2.58621,0.32069,0.707482,3.53E-09,0,412.535,574.198,362.802,411.794
2.58621,0.348276,0.7579,4.66E-09,0,412.535,574.198,360.922,411.783
2.58621,0.375862,0.800685,4.38E-09,0,412.535,574.198,359.417,411.775
2.58621,0.403448,0.800685,4.38E-09,0,412.535,574.198,359.417,411.775
2.58621,0.431034,0.800685,4.38E-09,0,412.535,574.198,359.417,411.775
2.58621,0.458621,0.800685,4.38E-09,0,412.535,574.198,359.417,411.775
2.58621,0.486207,0.800685,4.38E-09,0,412.535,574.198,359.417,411.775
2.58621,0.513793,1,0.037915,0,412.535,574.198,353.317,360.447
2.58621,0.541379,1,0.0846163,0,412.535,574.198,353.317,360.197
2.58621,0.568966,1,0.127926,0,412.535,574.198,353.317,359.966
2.58621,0.596552,1,0.168201,0,412.535,574.198,353.317,359.75
2.58621,0.624138,1,0.2057,0,412.535,574.198,353.317,359.545
2.58621,0.651724,1,0.239597,0,412.535,574.198,353.317,359.367
2.58621,0.67931,1,0.272612,0,412.535,574.198,353.317,359.185
2.58621,0.706897,1,0.303495,0,412.535,574.198,353.317,359.013
2.58621,0.734483,1,0.332181,0,412.535,574.198,353.317,358.852
2.58621,0.762069,1,0.35856,0,412.535,574.198,353.317,358.708
2.58621,0.789655,1,0.384094,0,412.535,574.198,353.317,358.563
2.58621,0.817241,1,0.40819,0,412.535,574.198,353.317,358.424
2.58621,0.844828,1,0.430896,0,412.535,574.198,353.318,358.292
2.58621,0.872414,1,0.452314,0,412.535,574.198,353.318,358.167
2.58621,0.9,1,0.471802,0,412.535,574.198,353.318,358.056
2.74138,0.1,0.279313,4.62E-10,0,412.535,574.198,385.282,411.843
2.74138,0.127586,0.342532,6.81E-10,0,412.535,574.198,380.954,411.839
2.74138,0.155172,0.400326,8.98E-10,0,412.535,574.198,377.381,411.835
2.74138,0.182759,0.462065,1.36E-09,0,412.535,574.198,373.911,411.828
2.74138,0.210345,0.512178,1.56E-09,0,412.535,574.198,371.324,411.824
2.74138,0.237931,0.568379,2.21E-09,0,412.535,574.198,368.639,411.817
2.74138,0.265517,0.614015,2.32E-09,0,412.535,574.198,366.61,411.812
2.74138,0.293103,0.66636,3.14E-09,0,412.535,574.198,364.418,411.804
2.74138,0.32069,0.709388,3.08E-09,0,412.535,574.198,362.729,411.799
2.74138,0.348276,0.760091,4.06E-09,0,412.535,574.198,360.847,411.789
2.74138,0.375862,0.810094,5.36E-09,0,412.535,574.198,359.09,411.777
2.74138,0.403448,0.810094,5.36E-09,0,412.535,574.198,359.09,411.777
2.74138,0.431034,0.810094,5.36E-09,0,412.535,574.198,359.09,411.777
2.74138,0.458621,0.810094,5.36E-09,0,412.535,574.198,359.09,411.777
2.74138,0.486207,0.810094,5.36E-09,0,412.535,574.198,359.09,411.777
2.74138,0.513793,1,0.0378871,0,412.535,574.198,353.317,360.215
2.74138,0.541379,1,0.0844568,0,412.535,574.198,353.317,359.981
2.74138,0.568966,1,0.127974,0,412.535,574.198,353.317,359.764
2.74138,0.596552,1,0.16812,0,412.535,574.198,353.317,359.559
2.74138,0.624138,1,0.203965,0,412.535,574.198,353.317,359.384
2.74138,0.651724,1,0.23936,0,412.535,574.198,353.317,359.203
2.74138,0.67931,1,0.272368,0,412.535,574.198,353.317,359.031
2.74138,0.706897,1,0.303022,0,412.535,574.198,353.317,358.869
2.74138,0.734483,1,0.330697,0,412.535,574.198,353.317,358.729
2.74138,0.762069,1,0.358079,0,412.535,574.198,353.317,358.583
2.74138,0.789655,1,0.38371,0,412.535,574.198,353.317,358.445
2.74138,0.817241,1,0.407836,0,412.535,574.198,353.317,358.314
2.74138,0.844828,1,0.430565,0,412.535,574.198,353.317,358.189
2.74138,0.872414,1,0.451044,0,412.535,574.198,353.318,358.08
2.74138,0.9,1,0.471378,0,412.535,574.198,353.318,357.965
2.89655,0.1,0.280894,4.14E-10,0,412.535,574.198,385.168,411.844
2.89655,0.127586,0.344398,6.08E-10,0,412.535,574.198,380.833,411.84
2.89655,0.155172,0.402308,8.01E-10,0,412.535,574.198,377.264,411.836
2.89655,0.182759,0.464483,1.21E-09,0,412.535,574.198,373.782,411.83
2.89655,0.210345,0.514479,1.39E-09,0,412.535,574.198,371.21,411.826
2.89655,0.237931,0.570942,1.96E-09,0,412.535,574.198,368.521,411.819
2.89655,0.265517,0.616043,2.05E-09,0,412.535,574.198,366.519,411.815
2.89655,0.293103,0.668999,2.77E-09,0,412.535,574.198,364.318,411.808
2.89655,0.32069,0.711272,2.71E-09,0,412.535,574.198,362.655,411.803
2.89655,0.348276,0.762049,3.56E-09,0,412.535,574.198,360.774,411.793
2.89655,0.375862,0.812408,4.69E-09,0,412.535,574.198,359.015,411.783
2.89655,0.403448,0.812408,4.69E-09,0,412.535,574.198,359.015,411.783
2.89655,0.431034,0.812408,4.69E-09,0,412.535,574.198,359.015,411.783
2.89655,0.458621,0.812408,4.69E-09,0,412.535,574.198,359.015,411.783
2.89655,0.486207,0.812408,4.69E-09,0,412.535,574.198,359.015,411.783
2.89655,0.513793,1,0.0378763,0,412.535,574.198,353.317,359.998
2.89655,0.541379,1,0.0844774,0,412.535,574.198,353.317,359.779
2.89655,0.568966,1,0.127634,0,412.535,574.198,353.317,359.574
2.89655,0.596552,1,0.165758,0,412.535,574.198,353.317,359.402
2.89655,0.624138,1,0.203707,0,412.535,574.198,353.317,359.221
2.89655,0.651724,1,0.23907,0,412.535,574.198,353.317,359.048
2.89655,0.67931,1,0.272069,0,412.535,574.198,353.317,358.885
2.89655,0.706897,1,0.302696,0,412.535,574.198,353.317,358.732
2.89655,0.734483,1,0.330126,0,412.535,574.198,353.317,358.603
2.89655,0.762069,1,0.357607,0,412.535,574.198,353.317,358.464
