(Input Var1)DCOL-1 - Condenser_Specification_Value,Input Var2)DCOL-1 - Reboiler_Specification_Value,(Output Var1)Distillate - Molar Fraction (Liquid 1) / Benzene (),(Output Var2)Bottoms - Molar Fraction (Liquid 1) / Benzene (),(Output Var3)QC - Energy Flow (kW),(Output Var4)QR - Energy Flow (kW),Input Var3)Feed - Molar Fraction (Vapor) (),Input Var4)DCOL-1 - Stage_Temperature_1 (K),Input Var5)DCOL-1 - Stage_Temperature_20 (K)
4.44828,6.31034,1,0.130668,761.317,916.92,0,353.317,359.105
4.44828,6.44828,1,0.149429,761.317,916.92,0,353.317,359.211
4.44828,6.58621,1,0.167601,761.317,916.92,0,353.317,359.321
4.44828,6.72414,1,0.184975,761.317,916.92,0,353.317,359.437
4.44828,6.86207,1,0.201692,761.317,916.92,0,353.317,359.559
4.44828,7,1,0.217656,761.317,916.92,0,353.317,359.684
4.60345,3,0.794261,5.01E-10,761.317,916.92,0,359.636,411.829
4.60345,3.13793,0.805031,5.56E-10,761.317,916.92,0,359.266,411.828
4.60345,3.27586,0.815753,6.17E-10,761.317,916.92,0,358.897,411.827
4.60345,3.41379,0.826949,6.87E-10,761.317,916.92,0,358.521,411.825
4.60345,3.55172,0.838444,7.65E-10,761.317,916.92,0,358.141,411.824
4.60345,3.68966,0.850131,8.55E-10,761.317,916.92,0,357.754,411.822
4.60345,3.82759,0.862411,9.57E-10,761.317,916.92,0,357.357,411.821
4.60345,3.96552,0.875155,1.07E-09,761.317,916.92,0,356.949,411.819
4.60345,4.10345,0.888344,1.21E-09,761.317,916.92,0,356.532,411.817
4.60345,4.24138,0.902078,1.37E-09,761.317,916.92,0,356.103,411.815
4.60345,4.37931,0.894203,1.02E-09,761.317,916.92,0,356.35,411.817
4.60345,4.51724,0.909979,1.16E-09,761.317,916.92,0,355.86,411.814
4.60345,4.65517,0.926725,1.33E-09,761.317,916.92,0,355.351,411.812
4.60345,4.7931,0.943998,1.53E-09,761.317,916.92,0,354.833,411.808
4.60345,4.93103,0.962184,1.77E-09,761.317,916.92,0,354.296,411.805
4.60345,5.06897,0.981357,2.07E-09,761.317,916.92,0,353.741,411.801
4.60345,5.2069,0.981357,2.07E-09,761.317,916.92,0,353.741,411.801
4.60345,5.34483,0.981357,2.07E-09,761.317,916.92,0,353.741,411.801
4.60345,5.48276,0.981357,2.07E-09,761.317,916.92,0,353.741,411.801
4.60345,5.62069,1,0.0212245,761.317,916.92,0,353.317,358.499
4.60345,5.75862,1,0.04506,761.317,916.92,0,353.317,358.589
4.60345,5.89655,1,0.0676368,761.317,916.92,0,353.317,358.681
4.60345,6.03448,1,0.0894429,761.317,916.92,0,353.317,358.779
4.60345,6.17241,1,0.109977,761.317,916.92,0,353.317,358.876
4.60345,6.31034,1,0.129883,761.317,916.92,0,353.317,358.981
4.60345,6.44828,1,0.148666,761.317,916.92,0,353.317,359.087
4.60345,6.58621,1,0.166784,761.317,916.92,0,353.317,359.198
4.60345,6.72414,1,0.184191,761.317,916.92,0,353.317,359.312
4.60345,6.86207,1,0.200823,761.317,916.92,0,353.317,359.432
4.60345,7,1,0.216866,761.317,916.92,0,353.317,359.556
4.75862,3,0.797206,4.74E-10,761.317,916.92,0,359.532,411.83
4.75862,3.13793,0.807986,5.25E-10,761.317,916.92,0,359.164,411.829
4.75862,3.27586,0.819033,5.83E-10,761.317,916.92,0,358.79,411.828
4.75862,3.41379,0.830204,6.48E-10,761.317,916.92,0,358.414,411.827
4.75862,3.55172,0.841441,7.20E-10,761.317,916.92,0,358.041,411.825
4.75862,3.68966,0.853267,8.04E-10,761.317,916.92,0,357.653,411.824
4.75862,3.82759,0.865697,8.99E-10,761.317,916.92,0,357.252,411.822
4.75862,3.96552,0.878214,1.01E-09,761.317,916.92,0,356.85,411.82
4.75862,4.10345,0.891582,1.13E-09,761.317,916.92,0,356.432,411.819
4.75862,4.24138,0.905302,1.28E-09,761.317,916.92,0,356.006,411.816
4.75862,4.37931,0.919558,1.45E-09,761.317,916.92,0,355.568,411.814
4.75862,4.51724,0.912269,1.08E-09,761.317,916.92,0,355.791,411.816
4.75862,4.65517,0.928709,1.24E-09,761.317,916.92,0,355.29,411.814
4.75862,4.7931,0.946176,1.42E-09,761.317,916.92,0,354.768,411.811
4.75862,4.93103,0.964332,1.64E-09,761.317,916.92,0,354.234,411.807
4.75862,5.06897,0.98328,1.92E-09,761.317,916.92,0,353.685,411.803
4.75862,5.2069,0.98328,1.92E-09,761.317,916.92,0,353.685,411.803
4.75862,5.34483,0.98328,1.92E-09,761.317,916.92,0,353.685,411.803
4.75862,5.48276,0.98328,1.92E-09,761.317,916.92,0,353.685,411.803
4.75862,5.62069,1,0.0200871,761.317,916.92,0,353.317,358.386
4.75862,5.75862,1,0.0439726,761.317,916.92,0,353.317,358.475
4.75862,5.89655,1,0.0666184,761.317,916.92,0,353.317,358.567
4.75862,6.03448,1,0.0884555,761.317,916.92,0,353.317,358.663
4.75862,6.17241,1,0.109012,761.317,916.92,0,353.317,358.76
4.75862,6.31034,1,0.128971,761.317,916.92,0,353.317,358.863
4.75862,6.44828,1,0.14796,761.317,916.92,0,353.317,358.97
4.75862,6.58621,1,0.165979,761.317,916.92,0,353.317,359.079
4.75862,6.72414,1,0.183405,761.317,916.92,0,353.317,359.193
4.75862,6.86207,1,0.200218,761.317,916.92,0,353.317,359.311
4.75862,7,1,0.216313,761.317,916.92,0,353.317,359.435
4.91379,3,0.800432,4.49E-10,761.317,916.92,0,359.424,411.831
4.91379,3.13793,0.810929,4.97E-10,761.317,916.92,0,359.061,411.83
4.91379,3.27586,0.82195,5.51E-10,761.317,916.92,0,358.69,411.829
4.91379,3.41379,0.833353,6.12E-10,761.317,916.92,0,358.311,411.828
4.91379,3.55172,0.844778,6.81E-10,761.317,916.92,0,357.93,411.826
4.91379,3.68966,0.856404,7.58E-10,761.317,916.92,0,357.551,411.825
4.91379,3.82759,0.868698,8.47E-10,761.317,916.92,0,357.156,411.823
4.91379,3.96552,0.881526,9.49E-10,761.317,916.92,0,356.749,411.822
4.91379,4.10345,0.89453,1.07E-09,761.317,916.92,0,356.338,411.82
4.91379,4.24138,0.908188,1.20E-09,761.317,916.92,0,355.915,411.818
4.91379,4.37931,0.922439,1.36E-09,761.317,916.92,0,355.479,411.816
4.91379,4.51724,0.914453,1.02E-09,761.317,916.92,0,355.724,411.818
4.91379,4.65517,0.93084,1.16E-09,761.317,916.92,0,355.225,411.815
4.91379,4.7931,0.948281,1.33E-09,761.317,916.92,0,354.706,411.813
4.91379,4.93103,0.966274,1.53E-09,761.317,916.92,0,354.176,411.809
4.91379,5.06897,0.985308,1.78E-09,761.317,916.92,0,353.628,411.806
4.91379,5.2069,0.985308,1.78E-09,761.317,916.92,0,353.628,411.806
4.91379,5.34483,0.985308,1.78E-09,761.317,916.92,0,353.628,411.806
4.91379,5.48276,0.985308,1.78E-09,761.317,916.92,0,353.628,411.806
4.91379,5.62069,1,0.0189304,761.317,916.92,0,353.317,358.278
4.91379,5.75862,1,0.042774,761.317,916.92,0,353.317,358.365
4.91379,5.89655,1,0.0656032,761.317,916.92,0,353.317,358.457
4.91379,6.03448,1,0.0874556,761.317,916.92,0,353.317,358.552
4.91379,6.17241,1,0.108098,761.317,916.92,0,353.317,358.649
4.91379,6.31034,1,0.127984,761.317,916.92,0,353.317,358.749
4.91379,6.44828,1,0.147156,761.317,916.92,0,353.317,358.856
4.91379,6.58621,1,0.165279,761.317,916.92,0,353.317,358.966
4.91379,6.72414,1,0.182635,761.317,916.92,0,353.317,359.079
4.91379,6.86207,1,0.19945,761.317,916.92,0,353.317,359.196
4.91379,7,1,0.215602,761.317,916.92,0,353.317,359.319
5.06897,3,0.803324,4.26E-10,761.317,916.92,0,359.323,411.832
5.06897,3.13793,0.814142,4.71E-10,761.317,916.92,0,358.955,411.831
5.06897,3.27586,0.82493,5.22E-10,761.317,916.92,0,358.588,411.83
5.06897,3.41379,0.836182,5.80E-10,761.317,916.92,0,358.213,411.829
5.06897,3.55172,0.847725,6.44E-10,761.317,916.92,0,357.833,411.827
5.06897,3.68966,0.859603,7.16E-10,761.317,916.92,0,357.448,411.826
5.06897,3.82759,0.871774,8.00E-10,761.317,916.92,0,357.057,411.825
5.06897,3.96552,0.884427,8.95E-10,761.317,916.92,0,356.655,411.823
5.06897,4.10345,0.897559,1.00E-09,761.317,916.92,0,356.243,411.821
5.06897,4.24138,0.911263,1.13E-09,761.317,916.92,0,355.821,411.819
5.06897,4.37931,0.925467,1.28E-09,761.317,916.92,0,355.388,411.817
5.06897,4.51724,0.940378,1.45E-09,761.317,916.92,0,354.94,411.815
5.06897,4.65517,0.933142,1.08E-09,761.317,916.92,0,355.158,411.817
5.06897,4.7931,0.950376,1.24E-09,761.317,916.92,0,354.644,411.814
5.06897,4.93103,0.968315,1.43E-09,761.317,916.92,0,354.117,411.811
5.06897,5.06897,0.987272,1.66E-09,761.317,916.92,0,353.571,411.808
5.06897,5.2069,0.987272,1.66E-09,761.317,916.92,0,353.571,411.808
5.06897,5.34483,0.987272,1.66E-09,761.317,916.92,0,353.571,411.808
5.06897,5.48276,0.987272,1.66E-09,761.317,916.92,0,353.571,411.808
5.06897,5.62069,1,0.0177414,761.317,916.92,0,353.317,358.175
5.06897,5.75862,1,0.0416704,761.317,916.92,0,353.317,358.262
5.06897,5.89655,1,0.06468,761.317,916.92,0,353.317,358.353
5.06897,6.03448,1,0.0864319,761.317,916.92,0,353.317,358.445
5.06897,6.17241,1,0.107295,761.317,916.92,0,353.317,358.543
5.06897,6.31034,1,0.127005,761.317,916.92,0,353.317,358.642
5.06897,6.44828,1,0.146244,761.317,916.92,0,353.317,358.748
5.06897,6.58621,1,0.164524,761.317,916.92,0,353.317,358.856
5.06897,6.72414,1,0.182,761.317,916.92,0,353.317,358.97
5.06897,6.86207,1,0.198685,761.317,916.92,0,353.317,359.086
5.06897,7,1,0.214862,761.317,916.92,0,353.317,359.208
5.22414,3,0.806321,4.05E-10,761.317,916.92,0,359.223,411.833
5.22414,3.13793,0.817064,4.48E-10,761.317,916.92,0,358.855,411.832
5.22414,3.27586,0.828172,4.96E-10,761.317,916.92,0,358.483,411.831
5.22414,3.41379,0.83943,5.50E-10,761.317,916.92,0,358.108,411.83
5.22414,3.55172,0.850825,6.10E-10,761.317,916.92,0,357.732,411.828
5.22414,3.68966,0.862619,6.78E-10,761.317,916.92,0,357.352,411.827
5.22414,3.82759,0.874786,7.56E-10,761.317,916.92,0,356.96,411.826
5.22414,3.96552,0.887655,8.45E-10,761.317,916.92,0,356.555,411.824
5.22414,4.10345,0.900806,9.48E-10,761.317,916.92,0,356.145,411.823
5.22414,4.24138,0.914394,1.07E-09,761.317,916.92,0,355.726,411.821
5.22414,4.37931,0.92843,1.21E-09,761.317,916.92,0,355.298,411.819
5.22414,4.51724,0.943381,1.37E-09,761.317,916.92,0,354.852,411.817
5.22414,4.65517,0.935286,1.02E-09,761.317,916.92,0,355.093,411.819
5.22414,4.7931,0.952346,1.16E-09,761.317,916.92,0,354.584,411.816
5.22414,4.93103,0.970455,1.34E-09,761.317,916.92,0,354.055,411.813
5.22414,5.06897,0.989277,1.55E-09,761.317,916.92,0,353.514,411.81
5.22414,5.2069,0.989277,1.55E-09,761.317,916.92,0,353.514,411.81
5.22414,5.34483,0.989277,1.55E-09,761.317,916.92,0,353.514,411.81
5.22414,5.48276,0.989277,1.55E-09,761.317,916.92,0,353.514,411.81
5.22414,5.62069,1,0.0165376,761.317,916.92,0,353.317,358.076
5.22414,5.75862,1,0.0405444,761.317,916.92,0,353.317,358.163
5.22414,5.89655,1,0.0635458,761.317,916.92,0,353.317,358.253
5.22414,6.03448,1,0.0852727,761.317,916.92,0,353.317,358.343
5.22414,6.17241,1,0.106277,761.317,916.92,0,353.317,358.441
5.22414,6.31034,1,0.126126,761.317,916.92,0,353.317,358.539
5.22414,6.44828,1,0.145219,761.317,916.92,0,353.317,358.642
5.22414,6.58621,1,0.163714,761.317,916.92,0,353.317,358.751
5.22414,6.72414,1,0.181271,761.317,916.92,0,353.317,358.863
5.22414,6.86207,1,0.197931,761.317,916.92,0,353.317,358.98
5.22414,7,1,0.214125,761.317,916.92,0,353.317,359.101
5.37931,3,0.809059,3.86E-10,761.317,916.92,0,359.127,411.834
5.37931,3.13793,0.820073,4.26E-10,761.317,916.92,0,358.755,411.833
5.37931,3.27586,0.831111,4.72E-10,761.317,916.92,0,358.384,411.832
5.37931,3.41379,0.842397,5.22E-10,761.317,916.92,0,358.01,411.831
5.37931,3.55172,0.853999,5.79E-10,761.317,916.92,0,357.63,411.829
5.37931,3.68966,0.865787,6.43E-10,761.317,916.92,0,357.25,411.828
5.37931,3.82759,0.877862,7.17E-10,761.317,916.92,0,356.862,411.827
5.37931,3.96552,0.890577,8.01E-10,761.317,916.92,0,356.462,411.825
5.37931,4.10345,0.90367,8.97E-10,761.317,916.92,0,356.054,411.824
5.37931,4.24138,0.917317,1.01E-09,761.317,916.92,0,355.636,411.822
5.37931,4.37931,0.931554,1.14E-09,761.317,916.92,0,355.205,411.82
5.37931,4.51724,0.946187,1.29E-09,761.317,916.92,0,354.767,411.818
5.37931,4.65517,0.937232,9.58E-10,761.317,916.92,0,355.034,411.82
5.37931,4.7931,0.954549,1.09E-09,761.317,916.92,0,354.521,411.817
5.37931,4.93103,0.97243,1.26E-09,761.317,916.92,0,353.998,411.815
5.37931,5.06897,0.991261,1.46E-09,761.317,916.92,0,353.457,411.811
5.37931,5.2069,0.991261,1.46E-09,761.317,916.92,0,353.457,411.811
5.37931,5.34483,0.991261,1.46E-09,761.317,916.92,0,353.457,411.811
5.37931,5.48276,0.991261,1.46E-09,761.317,916.92,0,353.457,411.811
5.37931,5.62069,1,0.0153064,761.317,916.92,0,353.317,357.982
5.37931,5.75862,1,0.0394006,761.317,916.92,0,353.317,358.067
5.37931,5.89655,1,0.0624437,761.317,916.92,0,353.317,358.156
5.37931,6.03448,1,0.0842297,761.317,916.92,0,353.317,358.246
5.37931,6.17241,1,0.105266,761.317,916.92,0,353.317,358.342
5.37931,6.31034,1,0.125157,761.317,916.92,0,353.317,358.441
5.37931,6.44828,1,0.144391,761.317,916.92,0,353.317,358.542
5.37931,6.58621,1,0.16281,761.317,916.92,0,353.317,358.65
5.37931,6.72414,1,0.180381,761.317,916.92,0,353.317,358.762
5.37931,6.86207,1,0.197298,761.317,916.92,0,353.317,358.878
5.37931,7,1,0.213396,761.317,916.92,0,353.317,358.998
5.53448,3,0.81188,3.68E-10,761.317,916.92,0,359.028,411.835
5.53448,3.13793,0.822839,4.06E-10,761.317,916.92,0,358.66,411.834
5.53448,3.27586,0.833997,4.49E-10,761.317,916.92,0,358.288,411.833
5.53448,3.41379,0.845447,4.97E-10,761.317,916.92,0,357.911,411.831
5.53448,3.55172,0.857007,5.51E-10,761.317,916.92,0,357.532,411.83
5.53448,3.68966,0.868801,6.11E-10,761.317,916.92,0,357.153,411.829
5.53448,3.82759,0.88107,6.80E-10,761.317,916.92,0,356.763,411.828
5.53448,3.96552,0.893714,7.59E-10,761.317,916.92,0,356.364,411.826
5.53448,4.10345,0.90687,8.50E-10,761.317,916.92,0,355.957,411.825
5.53448,4.24138,0.920436,9.54E-10,761.317,916.92,0,355.542,411.823
5.53448,4.37931,0.934434,1.08E-09,761.317,916.92,0,355.118,411.821
5.53448,4.51724,0.949245,1.22E-09,761.317,916.92,0,354.677,411.819
5.53448,4.65517,0.964556,1.39E-09,761.317,916.92,0,354.227,411.817
5.53448,4.7931,0.956534,1.03E-09,761.317,916.92,0,354.461,411.819
5.53448,4.93103,0.974566,1.18E-09,761.317,916.92,0,353.936,411.816
5.53448,5.06897,0.993276,1.37E-09,761.317,916.92,0,353.4,411.813
5.53448,5.2069,0.993276,1.37E-09,761.317,916.92,0,353.4,411.813
5.53448,5.34483,0.993276,1.37E-09,761.317,916.92,0,353.4,411.813
5.53448,5.48276,0.993276,1.37E-09,761.317,916.92,0,353.4,411.813
5.53448,5.62069,1,0.0140594,761.317,916.92,0,353.317,357.891
5.53448,5.75862,1,0.0382329,761.317,916.92,0,353.317,357.976
5.53448,5.89655,1,0.0613231,761.317,916.92,0,353.317,358.063
5.53448,6.03448,1,0.0831714,761.317,916.92,0,353.317,358.153
5.53448,6.17241,1,0.104291,761.317,916.92,0,353.317,358.247
5.53448,6.31034,1,0.124222,761.317,916.92,0,353.317,358.345
5.53448,6.44828,1,0.143418,761.317,916.92,0,353.317,358.446
5.53448,6.58621,1,0.161825,761.317,916.92,0,353.317,358.552
5.53448,6.72414,1,0.179598,761.317,916.92,0,353.317,358.664
5.53448,6.86207,1,0.196565,761.317,916.92,0,353.317,358.779
5.53448,7,1,0.212775,761.317,916.92,0,353.317,358.899
5.68966,3,0.81498,3.52E-10,761.317,916.92,0,358.927,411.835
5.68966,3.13793,0.825693,3.88E-10,761.317,916.92,0,358.562,411.834
5.68966,3.27586,0.83685,4.29E-10,761.317,916.92,0,358.191,411.833
5.68966,3.41379,0.848218,4.74E-10,761.317,916.92,0,357.817,411.832
5.68966,3.55172,0.859837,5.25E-10,761.317,916.92,0,357.439,411.831
5.68966,3.68966,0.871867,5.83E-10,761.317,916.92,0,357.055,411.83
5.68966,3.82759,0.883961,6.47E-10,761.317,916.92,0,356.671,411.829
5.68966,3.96552,0.896742,7.21E-10,761.317,916.92,0,356.271,411.827
5.68966,4.10345,0.909714,8.07E-10,761.317,916.92,0,355.868,411.826
5.68966,4.24138,0.923305,9.05E-10,761.317,916.92,0,355.453,411.824
5.68966,4.37931,0.937548,1.02E-09,761.317,916.92,0,355.026,411.822
5.68966,4.51724,0.952066,1.15E-09,761.317,916.92,0,354.593,411.82
5.68966,4.65517,0.967337,1.31E-09,761.317,916.92,0,354.145,411.818
5.68966,4.7931,0.958732,9.73E-10,761.317,916.92,0,354.398,411.82
5.68966,4.93103,0.976587,1.12E-09,761.317,916.92,0,353.878,411.818
5.68966,5.06897,0.995282,1.29E-09,761.317,916.92,0,353.343,411.815
5.68966,5.2069,0.995282,1.29E-09,761.317,916.92,0,353.343,411.815
5.68966,5.34483,0.995282,1.29E-09,761.317,916.92,0,353.343,411.815
5.68966,5.48276,0.995282,1.29E-09,761.317,916.92,0,353.343,411.815
5.68966,5.62069,1,0.0127945,761.317,916.92,0,353.317,357.804
5.68966,5.75862,1,0.0371412,761.317,916.92,0,353.317,357.889
5.68966,5.89655,1,0.0601576,761.317,916.92,0,353.317,357.974
5.68966,6.03448,1,0.0821065,761.317,916.92,0,353.317,358.063
5.68966,6.17241,1,0.103229,761.317,916.92,0,353.317,358.157
5.68966,6.31034,1,0.123405,761.317,916.92,0,353.317,358.254
5.68966,6.44828,1,0.142464,761.317,916.92,0,353.317,358.355
5.68966,6.58621,1,0.16102,761.317,916.92,0,353.317,358.458
5.68966,6.72414,1,0.178791,761.317,916.92,0,353.317,358.569
5.68966,6.86207,1,0.195807,761.317,916.92,0,353.317,358.683
5.68966,7,1,0.212082,761.317,916.92,0,353.317,358.803
5.84483,3,0.81772,3.37E-10,761.317,916.92,0,358.833,411.836
5.84483,3.13793,0.828798,3.71E-10,761.317,916.92,0,358.462,411.835
5.84483,3.27586,0.839913,4.09E-10,761.317,916.92,0,358.091,411.834
5.84483,3.41379,0.85121,4.52E-10,761.317,916.92,0,357.72,411.833
5.84483,3.55172,0.862854,5.01E-10,761.317,916.92,0,357.342,411.832
5.84483,3.68966,0.87485,5.55E-10,761.317,916.92,0,356.959,411.831
5.84483,3.82759,0.88696,6.16E-10,761.317,916.92,0,356.576,411.83
5.84483,3.96552,0.899639,6.87E-10,761.317,916.92,0,356.18,411.828
5.84483,4.10345,0.912715,7.67E-10,761.317,916.92,0,355.775,411.827
5.84483,4.24138,0.926423,8.60E-10,761.317,916.92,0,355.36,411.825
5.84483,4.37931,0.940372,9.67E-10,761.317,916.92,0,354.941,411.823
5.84483,4.51724,0.955107,1.09E-09,761.317,916.92,0,354.504,411.822
5.84483,4.65517,0.970345,1.24E-09,761.317,916.92,0,354.059,411.819
5.84483,4.7931,0.986168,1.42E-09,761.317,916.92,0,353.603,411.817
5.84483,4.93103,0.978576,1.05E-09,761.317,916.92,0,353.82,411.819
5.84483,5.06897,0.978576,1.05E-09,761.317,916.92,0,353.82,411.819
5.84483,5.2069,0.978576,1.05E-09,761.317,916.92,0,353.82,411.819
5.84483,5.34483,0.978576,1.05E-09,761.317,916.92,0,353.82,411.819
5.84483,5.48276,0.978576,1.05E-09,761.317,916.92,0,353.82,411.819
5.84483,5.62069,1,0.0115187,761.317,916.92,0,353.317,357.721
5.84483,5.75862,1,0.0358962,761.317,916.92,0,353.317,357.804
5.84483,5.89655,1,0.0590029,761.317,916.92,0,353.317,357.889
5.84483,6.03448,1,0.081019,761.317,916.92,0,353.317,357.977
5.84483,6.17241,1,0.102196,761.317,916.92,0,353.317,358.07
5.84483,6.31034,1,0.122367,761.317,916.92,0,353.317,358.166
5.84483,6.44828,1,0.141566,761.317,916.92,0,353.317,358.265
5.84483,6.58621,1,0.160073,761.317,916.92,0,353.317,358.369
5.84483,6.72414,1,0.17795,761.317,916.92,0,353.317,358.478
5.84483,6.86207,1,0.194937,761.317,916.92,0,353.317,358.592
5.84483,7,1,0.211362,761.317,916.92,0,353.317,358.71
6,3,0.820575,3.22E-10,761.317,916.92,0,358.738,411.837
6,3.13793,0.831581,3.55E-10,761.317,916.92,0,358.368,411.836
6,3.27586,0.842766,3.92E-10,761.317,916.92,0,357.997,411.835
6,3.41379,0.854201,4.33E-10,761.317,916.92,0,357.623,411.834
6,3.55172,0.865938,4.78E-10,761.317,916.92,0,357.244,411.833
6,3.68966,0.877887,5.30E-10,761.317,916.92,0,356.862,411.832
6,3.82759,0.89002,5.88E-10,761.317,916.92,0,356.479,411.83
6,3.96552,0.902698,6.54E-10,761.317,916.92,0,356.085,411.829
6,4.10345,0.915862,7.30E-10,761.317,916.92,0,355.682,411.828
6,4.24138,0.929236,8.18E-10,761.317,916.92,0,355.274,411.826
6,4.37931,0.943462,9.20E-10,761.317,916.92,0,354.849,411.824
6,4.51724,0.957993,1.04E-09,761.317,916.92,0,354.419,411.823
6,4.65517,0.973173,1.18E-09,761.317,916.92,0,353.977,411.821
6,4.7931,0.988968,1.34E-09,761.317,916.92,0,353.522,411.818
6,4.93103,0.980715,9.97E-10,761.317,916.92,0,353.759,411.82
6,5.06897,0.980715,9.97E-10,761.317,916.92,0,353.759,411.82
6,5.2069,0.980715,9.97E-10,761.317,916.92,0,353.759,411.82
6,5.34483,0.980715,9.97E-10,761.317,916.92,0,353.759,411.82
6,5.48276,0.980715,9.97E-10,761.317,916.92,0,353.759,411.82
6,5.62069,1,0.010226,761.317,916.92,0,353.317,357.641
6,5.75862,1,0.034636,761.317,916.92,0,353.317,357.722
6,5.89655,1,0.057829,761.317,916.92,0,353.317,357.806
6,6.03448,1,0.0800599,761.317,916.92,0,353.317,357.895
6,6.17241,1,0.101008,761.317,916.92,0,353.317,357.985
6,6.31034,1,0.121403,761.317,916.92,0,353.317,358.081
6,6.44828,1,0.140747,761.317,916.92,0,353.317,358.181
6,6.58621,1,0.159144,761.317,916.92,0,353.317,358.283
6,6.72414,1,0.176974,761.317,916.92,0,353.317,358.39
6,6.86207,1,0.194158,761.317,916.92,0,353.317,358.503
6,7,1,0.210512,761.317,916.92,0,353.317,358.621
